build,subfeature,playtime,fps,date
is_90,Two,4262,35.018875,2023-01-24 11:30:15.536
is_90,One,1956,49.20753,2023-01-24 10:08:17.723
liveday_5,Four,4544,89.047134,2023-02-24 11:14:19.961
liveday_5,Five,3259,94.71,2023-02-24 09:28:18.84
liveday_5,Two,3849,75.19512,2023-02-24 10:46:39.997
liveday_5,Two,5061,88.38311,2023-02-24 11:34:43.337
liveday_5,Five,3072,90.23724,2023-02-24 09:13:33.375
liveday_5,Four,3435,92.18898,2023-02-24 10:07:51.174
liveday_5,Three,3596,76.49845,2023-02-24 10:21:18.885
liveday_5,Four,4788,88.24365,2023-02-24 11:22:08.871
liveday_5,Three,2547,85.275536,2023-02-24 08:28:42.297
liveday_5,One,2781,95.512314,2023-02-24 08:46:56.636
liveday_5,One,2891,91.300766,2023-02-24 08:59:10.092
liveday_5,Three,4001,87.03705,2023-02-24 10:50:55.516
liveday_5,One,2717,48.610855,2023-02-24 08:40:15.549
liveday_5,Five,3733,89.63049,2023-02-24 10:37:52.201
is_95,Three,303,59.89852,2023-01-27 06:32:06.691
is_95,Seven,904,58.971592,2023-01-27 06:47:17.75
is_95,Three,132,59.68281,2023-01-27 06:22:58.878
is_95,Seven,612,40.94946,2023-01-27 06:40:32.222
s00_4,NULL,117549,36.088318,2023-04-28 04:43:54.492
main_905,Three,42271,10.068391,2023-04-07 10:29:50.059
main_905,Three,42014,87.13324,2023-04-07 10:24:32.213
is_89,Seven,48353,55.648235,2023-01-19 09:48:31.156
is_89,One,50336,10.030802,2023-01-19 11:10:55.51
is_89,Three,50061,51.2102,2023-01-19 10:55:26.657
is_89,Three,50570,19.869152,2023-01-19 11:46:42.211
is_89,Seven,48703,46.04707,2023-01-19 10:16:14.474
is_89,Seven,48734,42.8115,2023-01-19 10:16:59.902
is_89,Two,49619,49.583122,2023-01-19 10:41:16.688
is_89,Three,48640,32.730038,2023-01-19 10:14:14.402
is_89,Two,50490,16.204924,2023-01-19 11:30:53.376
is_89,Four,50293,48.07876,2023-01-19 11:05:38.857
is_89,Four,48943,50.310593,2023-01-19 10:24:35.566
is_89,One,49386,49.912918,2023-01-19 10:34:52.206
is_99,Three,329,75.197105,2023-01-30 05:22:49.951
is_99,Three,46,10.039039,2023-01-30 05:12:27.737
is_99,Two,821,85.73365,2023-01-30 05:37:20.078
is_99,Four,1052,85.682816,2023-01-30 05:45:44.413
is_99,One,1529,75.017265,2023-01-30 05:57:55.557
is_99,Two,2468,76.30783,2023-01-30 06:30:26.657
is_99,Three,1952,74.92261,2023-01-30 06:15:04.44
is_99,One,3146,70.91736,2023-01-30 06:55:09.99
is_99,Four,2847,78.22643,2023-01-30 06:43:51.167
is_99,Seven,58,70.0892,2023-01-30 05:04:17.778
is_99,Seven,90,48.191536,2023-01-30 05:05:49.974
liveday_26,Five,9735,89.65296,2023-03-27 09:19:34.408
liveday_26,Two,15554,87.88606,2023-03-27 11:01:31.156
liveday_26,Two,14777,91.881004,2023-03-27 10:47:37.793
liveday_26,Two,13796,86.37959,2023-03-27 10:29:45.568
liveday_26,Five,7653,95.064476,2023-03-27 08:42:23.326
liveday_26,Three,10494,89.56155,2023-03-27 09:33:00.083
liveday_26,Three,13316,92.4866,2023-03-27 10:21:01.147
liveday_26,One,14333,88.125755,2023-03-27 10:39:27.778
liveday_26,Three,6927,89.04355,2023-03-27 08:29:19.971
liveday_26,Three,6453,10.039874,2023-03-27 08:21:07.701
liveday_26,Five,9178,89.20302,2023-03-27 09:09:19.911
main_780,Four,5623,35.813206,2023-01-13 09:22:15.561
main_780,Two,5784,50.26154,2023-01-13 09:33:26.614
main_856,One,3642,19.35872,2023-03-10 08:18:58.855
is_86,Three,14910,51.799244,2023-01-12 06:40:22.211
is_86,One,12908,70.865456,2023-01-12 05:18:02.275
is_86,One,14310,38.613647,2023-01-12 06:12:06.6
is_86,Four,13193,77.601105,2023-01-12 05:32:18.897
is_86,Four,14518,43.60584,2023-01-12 06:21:47.709
is_86,One,15200,72.52894,2023-01-12 06:50:58.837
is_86,Three,14036,71.96006,2023-01-12 06:01:18.828
is_86,Two,13677,68.75843,2023-01-12 05:44:49.915
is_86,Two,14646,66.09929,2023-01-12 06:29:49.905
is_86,Four,15453,64.39668,2023-01-12 06:59:00.025
s00_13,NULL,944,99.94661,2023-05-05 08:51:00.087
main_825,Eight,3198,53.221794,2023-02-20 05:58:47.705
main_825,Eight,3564,47.07176,2023-02-20 06:04:53.338
main_825,Eight,2923,51.438046,2023-02-20 05:45:49.903
main_825,Eight,3076,54.80084,2023-02-20 05:51:41.135
main_825,Eight,3365,51.164124,2023-02-20 06:13:48.801
preflight_1276,Sic,227,56.60529,2023-02-15 06:37:06.676
liveday_29,One,3920,56.06884,2023-04-18 04:53:35.539
liveday_29,Two,3517,10.252804,2023-04-18 04:33:58.845
liveday_14,Three,13804,57.96413,2023-03-13 08:55:20.049
liveday_14,Three,11815,59.16088,2023-03-13 08:20:15.509
liveday_14,Three,12534,56.23297,2023-03-13 08:32:40.055
liveday_14,Three,13234,56.06758,2023-03-13 08:45:04.485
liveday_14,Seven,10418,59.951298,2023-03-13 07:56:43.399
liveday_26,Seven,20456,23.134787,2023-03-28 06:44:07.792
is_84,Four,4794,59.538406,2023-01-10 06:05:36.672
is_84,Two,5130,59.341774,2023-01-10 06:17:51.158
is_84,Three,5357,37.981003,2023-01-10 06:34:22.226
is_103,Three,3185,98.40207,2023-02-07 09:31:26.662
is_103,Two,3136,83.70754,2023-02-07 09:27:58.868
is_103,One,2952,82.47775,2023-02-07 09:19:55.58
is_89,One,66840,51.743862,2023-01-23 10:46:16.655
is_89,Three,67235,41.642643,2023-01-23 10:59:29.942
is_89,One,68477,48.617687,2023-01-23 11:44:11.155
is_89,Four,67714,44.682133,2023-01-23 11:13:19.942
is_89,Two,68015,50.399998,2023-01-23 11:31:53.328
main_815,Four,21266,40.307278,2023-02-09 04:21:38.868
main_770,Seven,1821,41.883793,2023-01-05 06:15:37.789
main_825,Seven,31794,21.10735,2023-02-20 05:50:16.65
main_825,Seven,31740,60.832336,2023-02-20 05:41:35.518
preflight_1151,Nine,584,59.924305,2023-02-06 06:20:15.51
liveday_29,One,6120,58.03498,2023-04-22 15:05:48.883
liveday_5,One,1770,91.4899,2023-02-24 09:16:06.671
liveday_5,Three,2486,93.014435,2023-02-24 10:39:34.447
liveday_5,One,726,92.49929,2023-02-24 08:45:36.668
liveday_5,One,1219,93.71337,2023-02-24 08:57:40.019
liveday_5,Three,3621,86.99753,2023-02-24 11:11:24.485
liveday_5,Three,3169,90.99402,2023-02-24 10:56:18.838
main_768,One,7839,47.949223,2023-01-05 09:19:15.503
main_768,Three,6184,45.42166,2023-01-05 06:08:50.073
main_768,One,6675,42.068966,2023-01-05 06:22:22.284
main_768,Three,7147,10.331424,2023-01-05 08:10:05.5
main_768,Three,7097,10.386631,2023-01-05 06:46:21.151
main_768,One,5710,29.554182,2023-01-05 05:45:09.939
main_768,Three,7303,45.238792,2023-01-05 08:29:49.983
main_768,One,7525,19.10702,2023-01-05 08:53:30.017
main_768,One,7420,34.43397,2023-01-05 08:46:59.912
main_768,Three,6925,57.135414,2023-01-05 06:32:55.522
main_768,One,5889,54.810017,2023-01-05 05:52:41.146
main_768,Three,6962,10.344716,2023-01-05 06:38:13.327
main_768,One,7936,21.037281,2023-01-05 09:26:54.423
main_768,Three,7063,56.872845,2023-01-05 06:41:55.567
liveday_29,One,39672,54.998413,2023-04-20 04:53:13.357
liveday_29,Five,37783,54.787766,2023-04-20 04:20:50.096
liveday_29,One,44659,54.788353,2023-04-20 06:21:33.3
liveday_29,One,42537,54.344368,2023-04-20 05:44:26.626
liveday_29,Two,43772,54.776188,2023-04-20 06:05:45.581
liveday_29,Four,40594,54.82937,2023-04-20 05:10:15.59
liveday_29,Five,45934,52.529198,2023-04-20 06:44:39.948
liveday_29,One,45320,54.437428,2023-04-20 06:33:24.458
liveday_29,Four,41444,52.281116,2023-04-20 05:25:10.037
liveday_29,One,36729,55.578323,2023-04-20 04:02:46.695
s00_13,NULL,3943,54.058537,2023-05-05 09:24:06.602
s00_13,NULL,9232,13.367244,2023-05-05 11:03:34.472
s00_13,NULL,9809,41.899734,2023-05-05 11:14:11.139
s00_13,NULL,5846,56.713375,2023-05-05 09:57:35.555
s00_13,NULL,4652,57.083927,2023-05-05 09:36:54.402
s00_13,NULL,7493,54.89344,2023-05-05 10:26:52.274
s00_13,NULL,8502,56.0534,2023-05-05 10:50:33.329
s00_13,NULL,9968,10.184453,2023-05-05 11:16:50.036
s00_13,NULL,6992,55.713448,2023-05-05 10:17:34.447
s00_13,NULL,7838,55.42792,2023-05-05 10:32:37.732
s00_13,NULL,8042,55.86002,2023-05-05 10:42:54.43
s00_13,NULL,8914,45.895935,2023-05-05 10:58:16.614
s00_13,NULL,6636,54.604664,2023-05-05 10:11:38.833
liveday_26,Seven,9981,55.25746,2023-03-27 08:54:05.566
liveday_29,Two,60832,29.630436,2023-04-20 05:49:58.891
liveday_29,Five,55818,78.61761,2023-04-20 04:20:51.124
liveday_29,One,63318,37.777378,2023-04-20 06:33:24.435
liveday_29,Five,63943,52.936626,2023-04-20 06:44:39.989
liveday_29,Four,59473,39.42732,2023-04-20 05:25:09.994
liveday_29,One,62661,74.68638,2023-04-20 06:21:33.302
liveday_29,One,57707,28.781303,2023-04-20 04:53:14.419
liveday_29,Two,61757,61.883133,2023-04-20 06:05:46.634
liveday_29,One,54795,49.19537,2023-04-20 04:02:46.623
liveday_29,One,60557,31.566307,2023-04-20 05:44:26.629
liveday_29,Four,58640,36.6954,2023-04-20 05:10:15.566
liveday_26,Five,43658,92.75733,2023-03-29 04:25:37.721
liveday_26,One,43367,89.86157,2023-03-29 04:20:28.812
liveday_26,Four,44949,85.60934,2023-03-29 04:47:54.499
is_103,Four,2122,10.151887,2023-02-07 10:04:06.616
liveday_29,Three,8348,78.39398,2023-04-19 06:52:17.708
liveday_29,Three,15894,56.40783,2023-04-19 09:02:36.603
liveday_29,Three,15013,56.70002,2023-04-19 08:46:54.465
liveday_29,Two,17412,45.520157,2023-04-19 09:30:23.342
liveday_29,Three,8600,28.58747,2023-04-19 06:57:32.277
liveday_29,One,5490,10.01866,2023-04-19 06:02:32.222
liveday_29,Three,16748,49.203823,2023-04-19 09:17:53.397
liveday_29,Two,13557,85.156685,2023-04-19 08:20:37.708
liveday_29,One,7170,89.964485,2023-04-19 06:31:52.203
liveday_29,Two,4913,86.33328,2023-04-19 05:51:50.005
liveday_29,One,6587,90.10763,2023-04-19 06:21:13.317
liveday_29,Two,14293,62.39159,2023-04-19 08:33:54.497
is_103,Three,1676,52.956047,2023-02-07 09:32:19.942
is_103,One,1320,42.31104,2023-02-07 09:19:56.634
is_103,Two,1585,33.77338,2023-02-07 09:27:59.955
liveday_29,Two,19389,91.98443,2023-04-25 12:20:52.254
is_84,Three,15605,55.279533,2023-01-10 10:50:32.206
is_84,One,12833,54.244225,2023-01-10 08:32:15.544
is_84,One,16018,55.449112,2023-01-10 11:01:51.121
is_84,Two,13543,56.741016,2023-01-10 08:54:38.836
is_84,Three,14168,55.3465,2023-01-10 09:12:45.561
is_84,One,14315,56.839203,2023-01-10 09:19:13.307
is_84,Two,14954,56.65796,2023-01-10 10:32:50.062
is_84,Four,16270,55.30181,2023-01-10 11:15:28.862
is_84,Four,14598,56.69365,2023-01-10 09:27:30.047
is_84,Four,13147,53.916115,2023-01-10 08:42:18.802
liveday_29,One,21363,94.527466,2023-04-25 15:01:11.116
liveday_29,One,21989,96.39658,2023-04-25 15:12:20.013
liveday_29,One,20067,95.13933,2023-04-25 14:38:05.557
liveday_29,One,20719,96.73183,2023-04-25 14:49:43.313
preflight_1151,Seven,1536,41.068188,2023-02-06 10:41:42.271
is_89,Four,26438,59.40582,2023-01-23 04:18:06.614
is_89,One,27807,58.69121,2023-01-23 04:53:51.109
is_89,Two,27273,59.04313,2023-01-23 04:38:23.356
is_89,Three,28404,59.686275,2023-01-23 05:06:18.818
is_89,Two,29372,59.11896,2023-01-23 05:26:48.836
is_89,One,29983,59.878494,2023-01-23 05:39:16.62
is_89,Four,29076,59.034042,2023-01-23 05:19:41.155
is_89,Three,30537,59.798347,2023-01-23 06:07:34.459
is_89,Four,30929,59.34523,2023-01-23 06:16:44.405
is_89,Two,31269,58.778824,2023-01-23 06:24:32.252
is_89,One,31527,59.748055,2023-01-23 06:38:18.838
is_89,Three,32686,58.520103,2023-01-23 08:28:08.866
is_89,One,32089,58.84699,2023-01-23 06:51:38.84
is_89,Four,33303,59.42528,2023-01-23 08:45:00.032
is_89,One,34478,57.406185,2023-01-23 09:14:32.272
is_89,Two,33898,59.046463,2023-01-23 09:01:41.129
is_89,Three,35006,59.772606,2023-01-23 09:26:48.894
is_89,Four,35807,59.12381,2023-01-23 10:12:09.901
is_89,Two,36372,59.279995,2023-01-23 10:24:31.111
liveday_29,One,3694,58.13395,2023-04-19 16:22:03.341
liveday_29,Four,4451,56.923687,2023-04-19 16:35:28.874
liveday_29,One,3113,59.97272,2023-04-19 16:11:30.077
is_95,Two,81,57.04214,2023-01-27 06:38:40.055
liveday_29,Three,27496,55.180874,2023-04-19 09:17:53.321
liveday_29,One,16378,56.770935,2023-04-19 06:05:01.185
liveday_29,One,17298,55.405735,2023-04-19 06:21:12.287
liveday_29,Three,25743,54.476677,2023-04-19 08:46:53.373
liveday_29,One,17882,55.32329,2023-04-19 06:31:52.244
liveday_29,Two,28190,55.369778,2023-04-19 09:30:23.309
liveday_29,Three,26637,55.7663,2023-04-19 09:02:35.56
liveday_29,Two,15206,10.10438,2023-04-19 05:44:08.804
liveday_29,Two,24261,55.280075,2023-04-19 08:20:36.685
liveday_29,Two,15648,55.314034,2023-04-19 05:51:50.039
liveday_29,Three,19332,53.565937,2023-04-19 06:58:06.699
liveday_29,Two,25010,55.396507,2023-04-19 08:33:53.352
liveday_29,Three,19035,55.773148,2023-04-19 06:52:17.726
liveday_29,Two,17425,96.23361,2023-04-20 15:03:57.786
liveday_29,One,16114,93.23867,2023-04-20 14:40:41.157
liveday_29,One,18134,95.43852,2023-04-20 15:16:28.843
liveday_29,Four,15423,96.89313,2023-04-20 14:28:56.665
liveday_29,One,14976,97.09118,2023-04-20 14:20:46.634
liveday_29,One,16751,97.739815,2023-04-20 14:52:01.125
is_103,Two,2000,53.232727,2023-02-07 09:27:59.973
is_103,One,1705,54.20871,2023-02-07 09:19:55.527
liveday_26,One,24227,54.595596,2023-03-31 10:39:28.851
liveday_26,Two,17154,53.767944,2023-03-31 08:37:28.823
liveday_26,Two,17392,55.774055,2023-03-31 08:41:26.675
liveday_26,Three,18131,54.224617,2023-03-31 08:54:36.693
liveday_26,Three,23618,48.304134,2023-03-31 10:28:36.626
liveday_26,Four,19832,57.006973,2023-03-31 09:24:32.259
liveday_26,One,20154,52.97565,2023-03-31 09:30:34.494
liveday_26,Four,19677,50.43034,2023-03-31 09:21:58.822
liveday_26,Two,19102,49.988373,2023-03-31 09:11:31.177
liveday_26,Two,19178,57.11247,2023-03-31 09:12:46.667
liveday_26,One,24337,54.252884,2023-03-31 10:41:18.887
liveday_26,Two,25059,44.96508,2023-03-31 10:54:06.676
s00_13,NULL,3965,96.90647,2023-05-05 09:26:27.723
s00_13,NULL,2340,98.09952,2023-05-05 08:57:30.084
s00_13,NULL,3054,97.23305,2023-05-05 09:10:26.642
s00_13,NULL,5999,92.73185,2023-05-05 10:20:07.756
s00_13,NULL,8527,73.91241,2023-05-05 11:04:31.161
s00_13,NULL,6452,96.1632,2023-05-05 10:27:40.003
s00_13,NULL,1561,93.310326,2023-05-05 08:43:33.344
s00_13,NULL,9049,87.1432,2023-05-05 11:14:09.948
s00_13,NULL,9442,81.72655,2023-05-05 11:20:43.305
s00_13,NULL,7231,94.99506,2023-05-05 10:41:58.892
s00_13,NULL,5366,94.31639,2023-05-05 10:08:28.881
s00_13,NULL,7628,92.52192,2023-05-05 10:48:36.6
s00_13,NULL,997,51.46439,2023-05-05 08:33:51.166
s00_13,NULL,8142,94.394554,2023-05-05 10:58:06.663
is_89,Four,74853,46.021065,2023-01-23 04:18:06.634
is_89,Two,75405,55.279312,2023-01-23 04:38:23.346
is_89,One,75857,55.493584,2023-01-23 04:53:50.082
is_89,Three,76461,53.289116,2023-01-23 05:06:18.827
is_89,Four,76927,54.269867,2023-01-23 05:16:39.973
is_89,One,77810,55.557297,2023-01-23 05:39:16.63
is_89,Two,77203,54.820217,2023-01-23 05:26:48.857
is_89,Three,78289,54.459583,2023-01-23 06:07:34.423
is_89,Four,78666,55.062492,2023-01-23 06:16:43.399
is_89,Two,78978,56.02969,2023-01-23 06:24:32.259
is_89,One,79171,56.69553,2023-01-23 06:38:15.589
is_89,One,79635,54.406193,2023-01-23 06:51:38.872
is_89,Three,80174,56.159973,2023-01-23 08:28:08.862
liveday_5,Seven,4266,10.648002,2023-02-23 05:16:51.199
liveday_5,Three,4233,53.343525,2023-02-23 05:14:27.715
liveday_29,One,269,92.913925,2023-04-18 07:28:29.928
liveday_29,Three,701,93.26727,2023-04-18 07:44:22.256
liveday_29,One,508,90.76489,2023-04-18 07:54:22.206
is_89,Seven,58041,27.34679,2023-01-19 06:31:21.18
preflight_1151,One,143,10.193617,2023-02-06 08:38:58.896
liveday_26,Four,14828,45.67792,2023-03-27 08:54:37.725
liveday_26,Three,14033,52.17921,2023-03-27 08:40:37.768
liveday_26,Two,16088,28.31629,2023-03-27 09:17:13.365
liveday_26,Seven,2731,54.282757,2023-03-27 05:28:12.212
liveday_26,Five,15675,37.23133,2023-03-27 09:09:29.983
liveday_26,Four,6729,50.928894,2023-03-27 06:37:06.606
liveday_26,One,6122,24.863535,2023-03-27 06:26:12.224
liveday_26,One,16829,57.93803,2023-03-27 09:30:40.067
liveday_26,Four,13319,27.374222,2023-03-27 08:27:55.598
liveday_26,One,16574,39.708153,2023-03-27 09:26:11.177
liveday_26,One,5257,29.230026,2023-03-27 06:10:55.537
liveday_26,Four,7412,38.385395,2023-03-27 06:49:12.216
is_90,Two,7522,51.505455,2023-01-25 09:12:20.053
is_90,One,7844,57.522877,2023-01-25 09:22:00.081
is_90,Three,6800,55.439816,2023-01-25 08:52:20.066
is_90,Four,7171,56.59945,2023-01-25 09:00:55.587
is_90,One,6340,54.186543,2023-01-25 08:38:48.8
is_90,Two,5979,54.096542,2023-01-25 08:29:05.56
liveday_29,Five,27380,59.08361,2023-04-16 12:01:16.641
is_89,Two,22769,56.9092,2023-01-20 06:47:17.762
is_89,Four,23044,58.019527,2023-01-20 06:54:43.393
is_89,Three,21511,56.11075,2023-01-20 05:58:53.33
is_89,Four,22074,57.44675,2023-01-20 06:19:57.727
is_89,One,22522,57.426735,2023-01-20 06:34:26.689
is_89,Two,33094,53.81762,2023-01-23 08:20:48.88
is_89,Three,33176,55.381985,2023-01-23 08:23:27.775
is_89,Four,33757,50.440273,2023-01-23 08:40:41.162
is_89,Three,32597,30.178368,2023-01-23 07:27:46.693
is_89,Three,34364,57.787155,2023-01-23 08:55:09.931
is_89,One,34823,57.072273,2023-01-23 09:05:36.682
is_89,Two,35238,57.78088,2023-01-23 09:15:09.924
is_89,Four,35685,54.29435,2023-01-23 09:26:01.154
liveday_29,Five,1801,52.08404,2023-04-15 06:40:42.226
liveday_29,Three,10575,51.976444,2023-04-15 09:11:37.796
liveday_29,Five,18039,51.024513,2023-04-15 11:20:16.671
liveday_29,Five,16357,52.932644,2023-04-15 10:50:55.549
liveday_29,Five,11367,46.916386,2023-04-15 09:25:48.867
liveday_29,Four,8657,52.118896,2023-04-15 08:36:52.293
liveday_29,One,888,42.54559,2023-04-15 06:24:42.253
liveday_29,One,9200,54.039318,2023-04-15 08:46:59.914
liveday_29,Five,9951,47.642406,2023-04-15 09:00:17.762
liveday_29,Four,18737,37.94428,2023-04-15 11:33:04.404
liveday_29,Two,2824,53.780403,2023-04-15 06:58:45.578
liveday_29,Three,15588,48.393906,2023-04-15 10:37:02.284
is_87,Three,24342,51.239845,2023-01-17 11:34:55.539
is_87,One,23188,51.338932,2023-01-17 10:54:57.769
is_87,One,23455,46.488586,2023-01-17 11:14:02.25
is_87,Four,24002,47.673805,2023-01-17 11:25:46.609
is_87,Two,22722,49.141384,2023-01-17 10:43:53.327
is_87,Four,21932,50.217037,2023-01-17 10:18:03.38
is_87,One,21650,49.40269,2023-01-17 10:09:09.924
is_87,Three,22396,52.039318,2023-01-17 10:31:03.319
is_87,One,47,54.927517,2023-01-17 04:37:44.449
is_95,Seven,4313,38.551224,2023-01-27 12:43:36.6
is_95,Seven,4440,33.224655,2023-01-27 12:51:10.036
is_95,Seven,4407,30.316895,2023-01-27 12:47:03.383
main_905,One,33736,52.56437,2023-04-07 09:05:58.872
main_905,Three,38325,52.12613,2023-04-07 10:24:32.273
main_905,Three,35212,53.943474,2023-04-07 09:31:33.304
main_905,Three,39003,52.076736,2023-04-07 10:37:04.416
main_905,Three,39981,53.059776,2023-04-07 10:54:29.937
liveday_26,One,2134,53.960373,2023-03-27 04:45:43.373
liveday_29,Three,46854,97.21506,2023-04-20 11:38:44.498
liveday_29,One,36210,78.12736,2023-04-20 08:35:59.908
liveday_29,Three,46302,10.326715,2023-04-20 11:29:12.242
liveday_29,Three,42364,88.736275,2023-04-20 10:19:28.88
liveday_29,Three,45800,88.21237,2023-04-20 11:19:54.48
liveday_29,Four,47402,97.28721,2023-04-20 11:48:38.801
liveday_29,Two,43147,94.19265,2023-04-20 10:33:26.671
liveday_29,Five,44549,93.143684,2023-04-20 10:57:38.804
is_95,Four,1780,68.78687,2023-01-27 09:25:18.822
is_95,Two,1567,94.53957,2023-01-27 09:15:42.242
is_95,Two,1197,82.40485,2023-01-27 09:07:18.874
is_95,One,2195,85.12425,2023-01-27 10:12:40.052
is_95,Four,2526,91.86155,2023-01-27 10:22:35.558
is_95,Two,3298,90.07256,2023-01-27 10:56:14.441
is_95,One,565,47.648735,2023-01-27 08:41:57.785
is_95,Four,444,96.206535,2023-01-27 08:30:18.844
is_95,Three,929,91.82182,2023-01-27 08:54:16.649
is_95,One,3851,96.53295,2023-01-27 11:08:35.582
is_95,Three,4974,94.69636,2023-01-27 11:34:12.262
is_95,Four,4346,94.92689,2023-01-27 11:20:33.301
is_95,Two,5266,93.17358,2023-01-27 11:45:36.698
is_89,Two,28611,54.81766,2023-01-23 04:37:42.271
is_89,Four,29197,57.704853,2023-01-23 05:00:05.582
is_89,Three,29920,57.549736,2023-01-23 05:17:54.485
is_89,Two,30573,56.43699,2023-01-23 05:35:49.961
is_89,One,30194,58.03052,2023-01-23 05:26:20.095
is_89,Three,31480,54.54595,2023-01-23 06:02:12.296
is_89,Four,31086,56.405476,2023-01-23 05:47:52.205
is_89,One,31812,57.38223,2023-01-23 06:11:48.892
is_89,Three,32468,43.337364,2023-01-23 06:41:05.55
is_89,Two,32078,45.23824,2023-01-23 06:20:12.235
is_89,Four,32389,56.128,2023-01-23 06:30:41.191
is_87,Three,48841,49.091396,2023-01-17 11:34:32.285
is_87,Four,46557,38.540752,2023-01-17 10:18:04.453
is_87,Two,47369,53.111835,2023-01-17 10:43:53.378
is_87,Four,48591,49.598446,2023-01-17 11:25:46.683
is_87,One,46261,55.52538,2023-01-17 10:09:09.936
is_87,Three,47034,54.975864,2023-01-17 10:31:04.402
is_87,One,48106,48.638126,2023-01-17 11:14:02.222
is_87,One,47828,55.64173,2023-01-17 10:54:58.867
is_103,One,15809,49.4325,2023-02-03 11:00:35.537
is_103,Three,12374,45.296608,2023-02-03 08:45:59.998
is_103,Two,14961,52.192886,2023-02-03 10:39:14.409
is_103,Four,16191,47.37406,2023-02-03 11:12:05.593
is_103,One,14292,54.87171,2023-02-03 10:20:10.094
is_103,Four,11690,51.620636,2023-02-03 08:24:34.468
is_103,Three,13953,46.008797,2023-02-03 09:32:11.144
is_103,Four,12984,53.42779,2023-02-03 09:05:59.981
is_103,Two,12056,50.620773,2023-02-03 08:34:02.221
is_103,Four,11332,54.72194,2023-02-03 08:15:34.498
is_103,Two,16460,41.270264,2023-02-03 11:21:20.084
is_103,Two,13489,52.21607,2023-02-03 09:18:12.207
is_103,Four,14603,52.664158,2023-02-03 10:30:44.459
is_103,Three,15493,45.98084,2023-02-03 10:51:43.337
is_103,One,12594,34.02278,2023-02-03 08:54:06.616
s00_4,NULL,56629,39.6175,2023-04-28 08:56:45.56
is_95,Four,1025,57.56841,2023-01-27 08:30:19.915
is_95,Three,1779,50.346428,2023-01-27 08:54:16.682
is_95,One,1371,55.018944,2023-01-27 08:43:28.88
is_95,Four,3054,55.96911,2023-01-27 10:22:41.15
is_95,One,2909,57.06657,2023-01-27 10:12:46.694
is_95,Two,3631,56.656887,2023-01-27 10:56:20.018
is_95,Three,3397,57.04546,2023-01-27 10:46:02.256
is_95,Two,2572,56.39416,2023-01-27 09:15:43.331
is_95,Four,2650,56.230175,2023-01-27 09:26:51.122
is_95,Two,2249,51.875412,2023-01-27 09:07:19.953
is_95,One,4138,56.82615,2023-01-27 11:08:42.241
is_95,Four,4282,55.57301,2023-01-27 11:20:39.957
is_95,Three,4332,56.46524,2023-01-27 11:34:18.876
is_95,Two,4389,56.154747,2023-01-27 11:45:43.379
is_84,One,607,57.785076,2023-01-09 08:52:09.907
is_84,Two,974,59.425217,2023-01-09 09:18:14.407
is_84,Three,402,58.10261,2023-01-09 08:42:50.058
is_84,Three,1117,59.69551,2023-01-09 09:28:50.004
is_84,Four,802,59.65483,2023-01-09 09:08:38.89
is_84,Two,194,56.978306,2023-01-09 08:33:49.943
liveday_29,One,14926,91.378456,2023-04-19 11:53:53.333
liveday_29,Three,15202,94.732445,2023-04-19 11:42:33.333
liveday_29,Three,15007,91.99027,2023-04-19 11:26:35.524
liveday_29,One,14716,94.419235,2023-04-19 11:13:20.098
liveday_29,Three,14978,90.90711,2023-04-19 12:07:07.708
is_90,Three,10726,50.881184,2023-01-25 09:33:55.563
is_90,Two,11360,50.52896,2023-01-25 10:18:24.435
is_90,Two,8622,52.46834,2023-01-25 08:29:05.557
is_90,One,12442,10.063286,2023-01-25 11:11:33.392
is_90,One,10279,36.977203,2023-01-25 09:22:01.13
is_90,One,11791,54.218227,2023-01-25 10:30:47.774
is_90,Two,10048,54.359085,2023-01-25 09:12:21.101
is_90,Three,12182,51.330627,2023-01-25 10:45:22.265
is_90,Four,9604,52.204967,2023-01-25 09:00:55.548
is_90,One,8981,50.783394,2023-01-25 08:38:48.887
is_90,Four,12384,15.722668,2023-01-25 10:58:39.982
is_90,Three,9347,52.640415,2023-01-25 08:52:20.015
is_90,Four,10961,51.640385,2023-01-25 10:07:21.107
is_90,One,12493,11.525602,2023-01-25 11:15:39.968
liveday_28,Two,13254,34.448746,2023-04-14 11:07:19.958
liveday_28,Four,13015,55.43577,2023-04-14 11:02:38.883
liveday_29,One,5376,97.017105,2023-04-17 15:20:35.588
liveday_29,One,3597,94.43879,2023-04-17 14:49:29.931
liveday_29,One,4556,96.95132,2023-04-17 15:06:12.225
is_89,Three,30898,55.6581,2023-01-19 10:14:13.377
is_89,Four,29768,57.43733,2023-01-19 09:08:00.061
is_89,Two,31762,56.71107,2023-01-19 10:41:15.577
is_89,Two,29142,56.30381,2023-01-19 08:43:34.459
is_89,Four,31190,53.50744,2023-01-19 10:24:35.523
is_89,One,28825,59.132885,2023-01-19 08:27:25.542
is_89,Three,29559,56.759315,2023-01-19 08:57:21.125
is_89,Two,30560,52.946655,2023-01-19 09:29:03.324
is_89,Two,27675,27.802044,2023-01-19 05:47:46.664
is_89,One,31541,52.514793,2023-01-19 10:34:51.151
is_89,Two,27708,25.998753,2023-01-19 05:52:30.043
is_89,Four,28450,57.428528,2023-01-19 06:54:15.577
